Column1,리뷰,날짜,early_access 유무,"src(1= 긍정, 0 = 부정)"
788,"

게임은 되게 재밌음, 추후 정식 출시 때 온라인까지 출시되면 완벽할 듯!",2019-12-21,1,1
789,"

포터 로빈슨이랑 버추얼 셀프 노래 더 내주세요

아니 다 내주세요

전 부 ! !",2019-12-19,1,1
790,"
모바일 엄지유저는 개같이 멸망하는 게임.
일러, vga가 너무 10덕 같아서(10덕 게임이긴함) 좀...그럼
근데 남아있는 리듬게임이 없어서 합니다 ㅠ 짱",2022-06-28,0,1
791,"
""불후의 명작""",2020-09-17,0,1
792,"Posted: February 13
갓겜입니다. 모든 DLC가 다 있어요.",,0,1
793,"Posted: January 1
근본 리듬게임 누구나 재밌게 할 수 있다.. 이게 재미없을 수 있나?
다만 씹덕이 조금 묻어있어서 호불호가 갈릴 수 있으니 주의하자 ㅎㅎ",,0,1
794,"
여러 리듬 게임 중에서도 가장 쉬운 리듬 게임이라고 생각합니다.
하다보면 점점 실력이 발전하는 자신을 볼 수 있습니다.
DLC가 많고 가격이 비싸지만 할인을 자주 하니 그때 구매를 하세요.",2022-02-22,0,1
795,"
10갓겜 익텐 2,3이 야무짐 그냥",2021-07-09,0,1
796,"
DLC 존나 비싸서 입문 하는 사람이 없음",2021-07-05,0,0
797,"
패드충 키보드적응하기 빡세노..",2021-07-01,0,1
798,"
디맥은 대박이다!",2021-02-13,0,1
799,"
- 이게 게임이 아니면 뭔데?

- 인생이지 이건",2020-12-25,0,1
800,"

300시간을 했지만 온플가면 나보다 못하는 사람 찾기 힘듦.",2020-01-03,1,1
801,"
세계 최고의 게임 회사",2022-04-22,0,1
802,"
옛 추억을 떠올리며 했는데 손꾸락이 따라가질 못허네...ㅠㅠㅠ",2021-07-24,0,1
803,"
키보드 제조사에서 만든 광고용 프로그램입니다
근데 그 키보드도 제대로 못팔아먹네요",2022-04-12,0,0
804,"
""세계 최고의 게임회사""",2022-04-21,0,1
805,"Posted: March 2
개꿀잼",,0,1
806,"
Product received for free

꼭 시작하면 얼굴 간지러움",2022-09-13,0,1
807,"

음악 게임성 UI는 좋은데, 싱크 문제가 너무 심각합니다.
무키음 노래 기준으로 싱크를 맞춰봤는데 +101ms가 나와요
근데 정작 인게임내 노트 싱크로 +101ms를 하면 키음들도 다 그만큼 밀려서 노래가 다 망가집니다.
싱크 기능을 사실상 쓰지 말란 소린데, 이건 아닌거같습니다.",2020-01-29,1,0
808,"
귀호강, 눈호강, 손혹사 하는 겜

PC 상업 리듬게임중 원탑이라 할 수 있는 겜입니다.
초보도 쉽게 할 수 있는 리겜으로 입문작으로 좋아요.
부담없이 저렙부터 차근차근 올라가는 맛이 있습니다.

온라인에 사람도 많아서 같이 즐길 수도 있어요.
게임을 제대로 즐기려면 DLC가 필수지만, 세일할때 사면 됩니다.

얼리억세스때부터 플레이해왔는데, 게임이 꾸준히 발전하고, 컨텐츠가 업데이트되고 있는점이 좋습니다. 운영 역시 완벽하진 않지만 꾸준히 소통하려는 모습을 보이고요.


자, 수백개의 곡이 당신을 기다리고 있습니다.
일단 2시간만 찍먹해보시죠!
츄라이츄라이!",2019-12-19,0,1
809,"
내가 왠만하면 귀찮아서 이런글 안쓰는데
국내모바일게임 실행된 상태에서 디맥 실행하니까 실행이 안돼길래 hoxy하고
끄고 디맥 실행하니까 바로 실행돼네요 엔프로텍트 망할놈의 프로그램....
아니 궂이 엔프로텍트가 필요합니까????
환불하러 가야겠네 다른게임 켜놓고 남는시간에 디맥하려고 샀는데
엔프로텍트 ㅋㅋㅋ....
아니 네오위즈사 플래비퀘스트는 동시에 잘만실행돼더구만.......",2020-05-21,0,0
810,"
게임사가 유저를 버렸다.
수십년간 이어져온 프렌차이즈가 게임사의 운영과 그 인성질로 인해 무너지는 순간
방구석에서 평생 디맥말고는 경력도 없는 개찐따가 분에 넘치는 성공을 했을때 결말은 이와같다.
게임의 성장과 함께 인성도 성장해야 헀지만 우리 개찐따들에게 그런 밝은 미래는 있을리없지!
브어영신들ㅉㅉ...",2022-04-12,0,0
811,"
잠깐 해봤는데 재밌음",2022-02-02,0,1
812,"
발할라 사이버펑크 바텐더 액션 콜라보 ""해줘""",2021-07-23,0,1
813,"
너무 빠져버렸스빈다..",2021-07-04,0,1
814,"
플스용으로 재밌게 해왔고 스팀판도 키보드 적응하는 시간은 좀 필요했지만 재밌어요.",2021-02-23,0,1
815,"
초딩때 문방구에서 플레이하던 조그마한 ez2dj
중딩때 친구 psp빌려서 플레이하던 djmax 이후
거의 10년만에 다시 플레이한 리듬게임 장르인 DJMAX RESPECT V
10년동안 리겜장르를 다시 시작안한게 후회될 정도로 진짜 정말 재밌습니다.
글옵 다음으로 플탐 길게 될 것 같네요
디맥하러가야지~",2021-02-17,0,1
816,"
좆같은 dlc 가격빼고는 다 좋은듯",2020-11-30,0,1
817,"
당신의 지갑, 터널증후군으로 대체되었다.",2020-11-02,0,1
818,"
와! 갓겜! 레밀리아!",2020-10-09,0,1
819,"
고인물망겜...",2020-09-11,0,1
820,"
퇴근후 음악을 즐기기 좋은게임!",2020-07-02,0,1
821,"
재미는 있는데 솔직히 세일해서라도 3만원 이하로 안 내려가면 안 살듯 ㅇㅇ",2020-05-23,0,1
822,"
:)",2020-04-07,0,1
823,"
디맥은 흥한다 아ㅏㅏㅏㅏㅏㄺ",2020-03-12,0,1
824,"
띵곡을 dlc로 살려주네요",2020-02-04,0,1
825,"

리겜의 근-본을 지켰습니다",2020-01-30,1,1
826,"

젬있는데 어려움",2020-01-24,1,1
827,"

도전과제 추가되고 래더매치 포기하기로하니까 겜 완전 편하게 가능


언젠가 전곡 올콤 가능할까나........... 하면서 열심히 하는중",2019-12-26,1,1
828,"
하다보면 무의식의 극의를 터득하게 되는 게임",2019-12-25,0,1
829,"

8버튼 조작감만 빼면 그저 빛...",2019-12-25,1,1
830,"
DJMAX 시리즈의 전통을 잇는 기존 곡들과 콜라보를 포함한 신규 곡들,
라이트 유저와 코어 유저 모두를 만족시키는 다양한 키 지원(4/5/6/8키)에 자유로운 난이도 선택,
도전을 자극하는 랭크 게임, 지속적인 업데이트 등 이 게임의 장점은 셀 수 없이 많다.
고이고 고인 장르지만 구입할 가치는 충분하지 않을까?",2019-12-19,0,1
831,"
ㅆ갓겜
여럿이서 하면 시간 가는줄 모르고 한다 ㄹㅇ",2020-06-09,0,1
832,"
조금 더 해봐야 알것같아요 ,,",2022-04-12,0,1
833,"
저작권 안 지키는 겜에서 갈아탄 사람인데 사이드트랙?이 좀 어렵네요.
그래도 새로운 시스템이라 신선하고 좋습니다. 콤보도 안 끊기니까 적응하면서 하면 될 것 같아요.
렙업이나 하러 가야겠네요.

(뭔가 검열되어서 수정했습니다. 응가겜도 욕설인가 봐요)",2020-04-27,0,1
834,"

할만함",2019-12-25,1,1
835,"

디맥=진리",2019-12-24,1,1
836,"
키보드 망겜",2022-04-18,0,0
837,"
유저 감사이벤트 한정판굿즈? 이건 그냥 감사하니까 돈 뜯는회사잖아 감사하면 그럴듯하게 하던가 시-바 이따위로하니까 이꼴나지",2022-04-14,0,0
838,"
망할 사이드노트만 아니면 참 좋은 겜인데
저거 하나가 다 말아먹는다.",2020-07-02,0,1
839,"

보통 키보드로는 동시치기를 원활히 할 수 없는 기본 키배치
- 고쳐짐
UI 조작에 마우스를 쓸 수 없음
- 그대로
싱크 안맞는건 아직 당해보지않아서 모르겠음
- 흐접이라 싱크 안맞아도 몰룸

비추천 평이 뭔가 불안하다면 고쳐질 때까지 기다렸다가 사도 될듯합니다.
- 추억을 살라면 DLC까지 사야되니 할인할때 왕창 사세요",2019-12-22,1,1
840,"

나라면 이거볼시간에 샀음",2020-01-07,1,1
841,"
병슨겜의 표본",2021-01-16,0,0
842,"
Product received for free

키보드좀사자씨~~~~~~~~발좀",2022-04-11,0,0
843,"
뉴비들아 와라와라",2020-05-24,0,1
844,"
Product received for free

누가 뒤에서 총들고 키보드 유저들을 위해 만들었다는 SC패턴에도 사이드키 안 넣으면 쏘겠다고 협박했나봄",2021-05-05,0,0
845,"
pc판이 나오기전 플스판 dlc까지 전부 구매해서 하던 유저입니다.

pc판이 나오면서 다인 멀티가 되는거와 sc채보 말고는 별차이점도 없는데다가, 기존에 하던 곡들을 또 같은가격으로 다시 사야되는 이유를 못느끼겠네요.

솔직히 좋아하는 게임이고 곡들도 전부 좋아하지만 이 게임은 도저히 좋다고 할수 없을거같습니다.

도저히 수지가 안맞거든요.",2020-06-08,0,0
846,"
나는 3만원을 주고 라디오를 샀다",2020-07-09,0,1
847,"
바니걸..행이..",2022-04-14,0,1
848,"
대깨맥",2022-04-12,0,1
849,"
흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡흥망이 사랑해♡",2021-08-17,0,1
850,"
그저 갓겜이다.........

아무 생각 없이 구매해도 후회 되지 않음",2021-06-28,0,1
851,"
리듬게임!",2020-06-26,0,1
852,"Posted: May 30
손가락이 때때로 고장나요!",,0,1
853,"Posted: May 5
사장님이 맛있고 음식이 친절해요.",,0,1
854,"Posted: May 2
명작 리듬게임시리즈라 곡도많고 꿀잼이네요~",,0,1
855,"Posted: April 11
재밌어요",,0,1
856,"Posted: March 28
로망과 낭만의 게임
개재밌음",,0,1
857,"Posted: March 21
좋아하는 노래가 많아서 좋고 오래하다 보니 눈이좀 아프지만 나름 인증된 유명한 리겜이니 만족할만 하다",,0,1
858,"
온갖 버그와 오류는 넘쳐나고 게임가격은 슬금슬금 올라감 그냥 차라리 팩으로 팔지말고 곡당으로 따로팔던가 부담이 너무 심함


20.6.08. 정말 게임진행이 안될정도의 심각한 버그나 오류는 많이 사라져 있었음

가격에 대해서 이야기하자면 차라리 시즌패스라도 팔았으면 함 물론 게임사입장에서야 적당한 사유에의해서 이 가격을 책정햇을거라 생각은 하는데 평범하거나 리겜장르에 대해 잘 모르는 게이머에게는 너무 비싸다고 생각할만한 가격 책정이라고 생각함

그리고 랭크모드는 고인물들의 놀이터가 된지 오래이고 에어모드만들고 하길레 좀 더 대중성있게 하려는건가 싶다가도 스테이지 모드는 왜 없앳는지 이해가 안감 프리모드로 하면 사람들 하던곡만 하는게 더 심해지고 금방 질려할것 같은데....

외부적인거야 줏어들은것들 뿐이니 길게 말은 하지는 않는데 스튜디오쪽에서 뭔가 크게 변한다라는 인상이 생기지 않는이상 상당히 실망스러울것 같음

ps4판으로도 dlc나온거에 한정판까지 다삿는데 pc판은 솔직히 아직도 dlc를 나오는걸 전부 사는거에 대해서는 많이 고민하게 됨",2020-04-14,0,0
859,"
원래 비추천을 줬었지만 다 지우고 새로 작성합니다.
생각이 바뀌엇거든요

물론 자잘한 아쉬움이 있지만 그렇게 대단한건 아닙니다.
제가 써둔 글을 보니 딱히 틀린말이 있는것도 아니였고
솔직히 반박의 여지가 없긴한데


일단 리듬게임에서 이만큼 관리 잘되는건 당연히 없다고 생각하고
가장 전통적인 (이상한 긁기 돌리기 없이 그저 버튼을 누르기만 하면 되는 전통 리듬게임) 리듬게임을 이정도 퀄리티로 즐길수 있는 유일한 게임이라고 봅니다.

원래 비추를 줬던 이유가 패키지 구성에 대한 실망 + 자잘한 부가적 이슈(조금더 좋을 수 있었던 아쉬운점) 때문 이였는데
요즘 나오는 dlc들의 음악 퀄리티는 나날히 좋아지고 패스 보상도 예쁜거 많이나오며 히든 vga를 넣는 등 이스터에그나 게임적 요소(?) 도 간간히 보입니다

그래서 요즘엔 온라인 간간히 심심할때 하는데 즐겁네요 ㅇ_ㅇ
이제 앞으로 디맥이 더 번창했으면 하는 마음으로 dlc 나오면 할인가 말고 정가로 사려고 해요

계속 이런 좋은 리듬게임 하게 해주셔서 감사합니다 :D",2020-09-15,0,1
860,"Posted: March 19
개빡치네진짜",,0,1
861,"Posted: March 18
굿",,0,1
862,"Posted: March 13
이게 야쓰지",,0,1
863,"Posted: March 11
씹갓겜우주갓겜세번하세요두번하세요무조껀하세요틱 택 토",,0,1
864,"Posted: March 6
이걸어케함?이걸어케함?이걸어케함?이걸어케함?이걸어케함?이걸어케함?이걸어케함?이걸어케함?이걸어케함?이걸어케함?이걸어케함?이걸어케함?이걸어케함?이걸어케함?이걸어케함?이걸어케함?이걸어케함?이걸어케함?이걸어케함?이걸어케함?이걸어케함?",,0,1
865,"Posted: March 4
디맥이 재미없을수 있나.. 산지 2달정도 됐는데 플레이타임 250시간을 찍을만큼 재밌게 플레이하고있습니다!",,0,1
866,"Posted: February 24
노력하면 당신도 골드는 껌이다!
플래요? 걔넨 사람이아님",,0,1
867,"Posted: February 23
slsld;d;slsld;d;sllssld;d;;ddlldld;s;s;sslslsld;;d;dsd;l;lds;lsdl;sd 햄신 씨발 slsls;d;d;dlslsls;d;d;dlslslss;s;;ldldl",,0,1
868,"Posted: February 18
재밌음
실력에 맞게 난이도 고르고 멀티할수도 있어서 좋음
다양한 노래 하려면 DLC 사야하는데 좀 부담이 됨",,0,1
869,"Posted: February 17
좋음",,0,1
870,"Posted: February 15
갓겜",,0,1
871,"Posted: February 14
손까락만 있으면 다들 할수있는 게임입니다

다들 풀콤 쉽게하세여",,0,1
872,"Posted: February 13
주위에 디맥하는 리게이 있으면 진짜 도망가셈. 인생 조지기 싫으면.",,0,1
873,"Posted: February 9
굿",,0,1
874,"Posted: February 6
오투잼 DLC 추가 해주세요 제발요
크리스마스 기억 때문에 이지투온 구매를 생각하는 내가 미워요
오투잼 DLC 제발 ""추가 해줘""

-추가-

걍 이지투온 + 오투잼 dlc 구매한다 이 나쁜녀석들아! ^ㅁ^;",,0,1
875,"Posted: January 31
뭐해~ 그런 짓 하지 말고 디맥이나 하러 가자~",,0,1
876,"Posted: January 24
스트레스 받고 생각 많을 때 뇌 빼고 하기 좋은 게임",,0,1
877,"Posted: January 20
타닥..타다닥... 와 피지컬 지린다",,0,1
878,"Posted: January 19
리겜 할꺼 없나 보고있었는데 12,500원 으로 할인중이길래 바로 지름
돈 하나도 안 아깝고 개꿀잼임",,0,1
879,"Posted: January 13
전두환이 독을 풀었다",,0,1
880,"Posted: January 3
재미짐",,0,1
881,"Posted: January 2
오랜만에 올때마다 실력 늘어있으면 개추 ㅋㅋ",,0,1
882,"
왜 내가하면 ㅈㄴ 어려운데 남이 하는걸 보면 쉬워보일까",2022-12-25,0,1
